"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","Country of Domicile","Company Name"
"EKTAY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","ELEKTA B SHS UNSP/ADR","Sweden","Elekta AB"
"EKWX","OTC Link","05/02/2017","OTC Pink No Information","Y","Common Stock","","EKWAN-X INC","Canada","Ekwan-X, Inc."
"ELAMF","OTC Link","05/02/2017","OTC Pink No Information","N","Ordinary Shares","I","ELAMEX S.A. DE C.V.","USA","Elamex S.A. de C.V."
"ELAY","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ELAYAWAY INC","USA","eLayaway, Inc."
"ELCI","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EASTERN LIGHT CAPITAL INC","USA","Eastern Light Capital, Inc."
"ELCO","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ELCOM INTL INC","USA","Elcom International, Inc."
"ELCR","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ELECTRIC CAR CO INC","USA","Electric Car Company, Inc."
"ELED","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","EXELED HOLDINGS INC","USA","ExeLED Holdings, Inc."
"ELEZY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","ENDESA SA UNSP/ADR","Spain","Endesa S.A."
"ELFIF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","E L FINANCIAL LTD","Canada","E L Financial Ltd."
"ELGL","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ELEMENT GLOBAL INC","USA","Element Global, Inc."
"ELGSF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","DUSOLO FERTILIZERS ORD","Canada","DuSolo Fertilizers Inc."
"ELIO","OTC Link","05/02/2017","OTCQX U.S.","N","Common Stock","","ELIO MOTORS INC","USA","Elio Motors Inc"
"ELKMF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","GOLD ROAD RES LTD ORD","Australia","Gold Road Resources Ltd."
"ELLKF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ELLAKTOR SA ORD","Greece","Ellaktor SA"
"ELLKY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","ELLAKTOR SA UNSP/ADR","Greece","Ellaktor SA"
"ELMA","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ELMER BANCORP INC","USA","Elmer Bancorp, Inc."
"ELMTY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","ELEMENTIS PLC UNSP/ADR","United Kingdom","Elementis Plc"
"ELMUF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","A","ELISA COMMUNS CORP ORD  A","Finland","Elisa Communications Corp."
"ELNOF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","EL NINO VENTURES INC NEW","Canada","El Nino Ventures Inc."
"ELPVY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","COMPANHIA PARN ENG S/ADR","Brazil","Companhia Paranaense de Energia-Copel"
"ELRA","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ELRAY RESOURCES INC","USA","Elray Resources, Inc."
"ELRE","OTC Link","05/02/2017","OTCQB","N","Common Stock","","YINFU GOLD CORP","China","Yinfu Gold Corp."
"ELRFF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","EASTERN PLATINUM LTD NEW","Canada","Eastern Platinum Ltd."
"ELRN","OTC Link","05/02/2017","OTCQB","N","Common Stock","","GREENWOOD HALL INC","USA","Greenwood Hall, Inc."
"ELRNF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ELRON ELECTRN IND LTD","Israel","Elron Electronic Industries Ltd."
"ELST","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ELECTRONIC SYS TECHNOLOGY","USA","Electronic Systems Technology, Inc."
"ELTLF","OTC Link","05/02/2017","OTC Pink Current","Y","Ordinary Shares","","ELEMENTOS LTD ORD","Australia","Elementos Ltd."
"ELTP","OTC Link","05/02/2017","OTCQB","N","Common Stock","","ELITE PHARMS INC","USA","Elite Pharmaceuticals, Inc."
"ELTZ","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ELITE BOOKS INC","USA","Elite Books, Inc."
"ELUXY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","B","AB ELECTROLUX B S/ADR","Sweden","AB Electrolux"
"ELVAF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","EVOLVA HOLDING AG","Switzerland","Evolva Holding AG"
"ELXS","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","ELXSI CORP","USA","ELXSI Corp."
"ELYGF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ELY GOLD & MNRLS INC ORD","Canada","Ely Gold & Minerals Inc."
"EMAV","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EMAV HOLDINGS INC","USA","EMAV Holdings, Inc."
"EMBA","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EMAMBA INTERNATIONAL CORP","USA","eMamba International Corp."
"EMBR","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EMBARR DOWNS INC","USA","Embarr Downs, Inc."
"EMBT","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","EMBER THERAPEUTICS INC","USA","Ember Therapeutics, Inc."
"EMDF","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","E MED FUTURE INC","USA","E Med Future, Inc."
"EMGC","OTC Link","05/02/2017","OTCQB","N","Common Stock","","EMERGENT CAPITAL INC","USA","Emergent Capital, Inc."
"EMGE","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EMERGENT HEALTH CORP","USA","Emergent Health Corp."
"EMGL","OTC Link","05/02/2017","OTCQB","N","Common Stock","","EMPIRE GLOBAL CORP","Canada","Empire Global Corp."
"EMHI","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EAST MORGAN HLDGS INC","USA","East Morgan Holdings, Inc."
"EMINF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","KORE POTASH LTD","Australia","Kore Potash Ltd"
"EMIS","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","EMISPHERE TECH INC","USA","Emisphere Technologies, Inc."
"EMLAF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","A","EMPIRE LTD A","Canada","Empire Ltd."
"EMLL","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EL MANIEL INTL INC","USA","El Maniel International, Inc."
"EMMBF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","EMBLEM CORP ORD","Canada","Emblem Corp"
"EMMD","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","EMEDIA GROUP INC.","Denmark","Emedia Group Inc."
"EMON","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EMONECO INC","USA","eMONEco, Inc."
"EMOR","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EMERALD ORGANIC PRODS INC","USA","Emerald Organic Products Inc."
"EMPC","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EMPRESS MINING INC","Australia","Empress Mining Inc."
"EMPK","OTC Link","05/02/2017","OTCQB","N","Common Stock","","EMPIRE BANCORP INC","USA","Empire Bancorp Inc. (NY)"
"EMPM","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EMPIRE POST MEDIA INC","USA","Empire Post Media, Inc."
"EMPO","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EMPOWERED PRODUCTS INC","USA","Empowered Products, Inc."
"EMPR","OTC Link","05/02/2017","OTCQB","N","Common Stock","","EMPIRE PETROLEUM CORP","USA","Empire Petroleum Corp."
"EMPS","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EMP SOLUTIONS INC","USA","EMP Solutions Inc."
"EMQU","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EM QUANTUM TECHNOLOGIES","USA","EM Quantum Technologies Inc."
"EMRAF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","EMERA INC","Canada","Emera Inc."
"EMRD","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","EMERALD DATA INC","","Emerald Data, Inc."
"EMSF","OTC Link","05/02/2017","OTCQB","N","Common Stock","","EMS FIND INC","USA","EMS Find, Inc."
"EMTC","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","EAGLE MOUNTAIN CORP","USA","Eagle Mountain Corporation"
"EMYB","OTC Link","05/02/2017","OTCQX U.S. Premier","N","Common Stock","","EMBASSY BANCORP INC","USA","Embassy Bancorp Inc."
"EMYSF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","EASY TECHNOLOGIES INC ORD","Canada","Easy Technologies Inc"
"ENAB","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ENABLE HOLDINGS INC","USA","Enable Holdings, Inc."
"ENAKF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","E ON AG NAMEN-AKT","Germany","E.ON SE"
"ENBN","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ENTERPRISE BANK NJ","USA","Enterprise Bank NJ"
"ENBP","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ENB FINANCIAL CORP PA","USA","ENB Financial Corp."
"ENCB","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ENCORE BRANDS INC","USA","Encore Brands Inc"
"ENCC","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ENCOMPASS COMPLIANCE CP","USA","Encompass Compliance Corp."
"ENCR","OTC Link","05/02/2017","OTCQB","N","Common Stock","","ENER-CORE INC","USA","Ener-Core, Inc."
"ENCTF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ENCANTO POTASH CORP ORD","Canada","Encanto Potash Corp."
"ENCW","OTC Link","05/02/2017","OTC Pink No Information","Y","Common Stock","","ENCHANTED WORLD INC","USA","Enchanted World Inc"
"ENDO","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","A","ENDOCAN CORP","USA","Endocan Corporation"
"ENDTF","OTC Link","05/02/2017","OTC Pink Current","N","Fund","","CANOE EIT INCOME FD","Canada","Canoe EIT Income Fund"
"ENDV","OTC Link","05/02/2017","OTCQB","N","Common Stock","","ENDONOVO THERAPEUTICS INC","USA","Endonovo Therapeutics, Inc."
"ENEVY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","ENEVA SA S/ADR","Brazil","Eneva SA"
"ENGA","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ENGAGE MOBILITY INC","China","Engage Mobility, Inc."
"ENGGY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","ENAGAS SA UNSP/ADR","Spain","Enagas S.A."
"ENGIY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","ENGIE SPNS/ADR","France","ENGIE SA"
"ENGQF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ENGIE SA ORD","France","ENGIE SA"
"ENGT","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ENERGY & TECHNOLOGY CORP","USA","Energy & Technology Corp."
"ENGY","OTC Link","05/02/2017","OTC Pink No Information","N","Units","","CENTRAL ENERGY PRTNRS LP","USA","Central Energy Partners L.P."
"ENHD","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ENERGROUP HOLDINGS CORP","China","Energroup Holdings Corp."
"ENHT","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ENHERENT CORP","USA","enherent Corp."
"ENIP","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ENDEAVOR IP INC","USA","Endeavor IP, Inc."
"ENJLY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","ENERJI LTD S/ADR","Australia","Enerji, Ltd."
"ENLAY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","ENEL SPA UNSP/ADR","Italy","ENEL Societa per Azioni"
"ENMGF","OTC Link","05/02/2017","OTC Pink No Information","N","Ordinary Shares","","ENTOURAGE MINING LTD","Canada","Entourage Mining Ltd."
"ENMHF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ENM HOLDINGS LTD ORD","Hong Kong","ENM Holdings, Ltd."
"ENPT","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","ENERPULSE TECHS INC","USA","Enerpulse Technologies, Inc."
"ENPTW","OTC Link","05/02/2017","OTC Pink Limited","N","Warrants","","ENERPULSE TECHS INC WTS","USA","Enerpulse Technologies, Inc."
"ENRJP","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","A","ENERJEX RES INC 10% PFD A","USA","Enerjex Resources, Inc."
"ENRT","OTC Link","05/02/2017","OTCQB","N","Common Stock","","ENERTOPIA CORP","Canada","Enertopia Corp"
"ENTB","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ENTEST BIOMEDICAL INC","USA","Entest BioMedical Inc."
"ENTI","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ENCOUNTER TECHS INC","USA","Encounter Technologies Inc"
"ENTS","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ENABLETS INC","USA","EnableTS, Inc."
"ENTWW","OTC Link","05/02/2017","OTC Pink Current","N","Warrants","","GLOBAL EAGLE ENTMT WTS","USA","Global Eagle Entertainment Inc."
"ENUM","OTC Link","05/02/2017","OTCQB","N","Common Stock","","ENUMERAL BIOMEDICAL HLDS","USA","Enumeral Biomedical Holdings, Inc."
"ENVS","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ENOVA SYSTEMS INC","USA","Enova Systems, Inc."
"ENVV","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","ENVOY GROUP CORP","USA","Envoy Group Corp"
"ENZB","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ENZYMEBIOSYSTEMS","USA","EnzymeBioSystems"
"ENZH","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ENZYMES OF AMER HLDG CORP","USA","Enzymes of America Holding Corp."
"ENZN","OTC Link","05/02/2017","OTCQX U.S.","N","Common Stock","","ENZON PHARMS INC","USA","Enzon Pharmaceuticals, Inc."
"ENZR","OTC Link","05/02/2017","OTCQB","N","Common Stock","","ENERGIZER RESOURCES INC","Canada","Energizer Resources Inc."
"EOHDF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","EMECO HOLDINGS LTD ORD","Australia","Emeco Holdings, Ltd."
"EOMN","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","EYE ON MEDIA NETWORK INC","USA","Eye On Media Network, Inc."
"EONGY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","E.ON SE S/ADR","Germany","E.ON SE"
"EOPT","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","EOS PETRO INC","USA","Eos Petro, Inc."
"EORBF","OTC Link","05/02/2017","OTCQX International","N","Ordinary Shares","","ORBITE TECHNOLOGIES ORD","Canada","Orbite Technologies Inc."
"EORZ","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EMPIRE OIL REFINERIES CRP","Canada","Empire Oil Refineries Corp."
"EOSI","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EOS INTL INC","USA","EOS International, Inc."
"EOSS","OTC Link","05/02/2017","OTCQB","N","Common Stock","","EOS INC","Taiwan","EOS Inc"
"EOXFF","OTC Link","05/02/2017","OTCQX International","N","Ordinary Shares","","EUROMAX RESOURCES LTD","United Kingdom","Euromax Resources Ltd."
"EOXLQ","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","EMERALD OIL INC","USA","Emerald Oil, Inc."
"EPAZ","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","EPAZZ INC","USA","Epazz, Inc."
"EPGG","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","EMPIRE GLOBAL GAMING INC","USA","Empire Global Gaming Inc"
"EPGL","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","EP GLOBAL COMMS INC","USA","EP Global Communications, Inc."
"EPGNF","OTC Link","05/02/2017","OTCQX International","N","Ordinary Shares","","EPIGENOMICS ORD","Germany","Epigenomics AG"
"EPGNY","OTC Link","05/02/2017","OTCQX International","N","American Depository Receipts","","EPIGENOMICS AG S/ADR","Germany","Epigenomics AG"
"EPLYF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","EPS HLDGS INC ORD","","EPS Holdings Inc."
"EPOR","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","EPIC CORP","USA","Epic Corp."
"EPRA","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EMPORIA INC","United Kingdom","Emporia, Inc."
"EPRSQ","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EPIRUS BIOPHARMS INC","USA","EPIRUS Biopharmaceuticals, Inc."
"EPSC","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","EPIC STORES CORP","USA","Epic Stores Corp."
"EPSEF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","EPSILON ENERGY LTD","Canada","Epsilon Energy, Ltd."
"EPSV","OTC Link","05/02/2017","OTC Pink No Information","Y","Common Stock","","EMERGENCY PEST SVCS INC","China","Emergency Pest Services Inc."
"EPWDF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ELECTRIC PWR DEV CO ORD","Japan","Electric Power Development Co., Ltd."
"EPXY","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","EPOXY INC","USA","Epoxy, Inc."
"EQKR","OTC Link","05/02/2017","OTC Pink No Information","N","Fund","","EQK RLTY INVESTORS 1 SBI","USA","EQK Realty Investors I"
"EQLB","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EQ LABS INC","USA","EQ Labs, Inc."
"EQPI","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ZHONGCHAI MACHINERY INC","China","Zhongchai Machinery, Inc."
"EQSHY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","EXTRACT GROUP LTD S/ADR","South Africa","eXtract Group Ltd."
"EQST","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ENERGY QUEST INC","USA","Energy Quest, Inc."
"EQTE","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EQM TECHS & ENERGY INC","USA","EQM Technologies & Energy, Inc."
"EQTL","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EQUITECH INTL CORP","USA","Equitech Int'l Corp."
"EQTRF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","EQUITAS RES CORP ORD","Canada","Equitas Resources Corp."
"EQUEY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","EQUATORIAL ENERGIA S/ADR","Brazil","Equatorial Energia S.A."
"EQUI","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EQUIFIN INC","USA","EquiFin, Inc."
"EQUR","OTC Link","05/02/2017","OTCQB","N","Common Stock","","E- QURE CORP","USA","E- Qure Corp."
"ERAO","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ENERGY REVENUE AMERICA","USA","Energy Revenue America, Inc."
"ERBA","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","ERBA DIAGNOSTICS INC","USA","ERBA Diagnostics, Inc."
"ERBB","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","AMERICAN GREEN INC","USA","American Green, Inc."
"ERDCF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ERDENE RESOURCE DEV CORP","Canada","Erdene Resource Development Corp."
"ERELY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","EREGLI DEMIR CELIK UN/ADR","Turkey","Eregli Demir Ve Celik Fabrikal"
"ERFB","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ERF WIRELESS INC","USA","ERF Wireless, Inc."
"ERFSF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","EUROFINS SCIENTIFIC NANTE","Luxembourg","Eurofins Scientific Nante"
"ERGN","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ERGO SCIENCE CORP","USA","Ergo Science Corp."
"ERGO","OTC Link","05/02/2017","OTCQB","N","Common Stock","","ENTIA BIOSCIENCES INC","USA","Entia Biosciences Inc."
"ERHE","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ERHC ENERGY INC","USA","ERHC Energy Inc."
